mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
60149.828589,5.015,4.439,10.168,3.1,18.708,0.083,o
60149.8489,5.015,4.44,10.17,3.1,18.603,0.079,o
60157.050926,5.024,4.547,10.752,3.03,19.085,0.214,o
60157.059362,5.024,4.548,10.753,3.03,18.818,0.168,o
60157.069512,5.024,4.548,10.753,3.03,18.903,0.189,o
60157.812596,5.025,4.559,10.804,3.02,18.912,0.184,o
60157.815797,5.025,4.559,10.804,3.02,18.606,0.141,o
60157.838852,5.025,4.56,10.806,3.02,19.177,0.266,o
60157.854985,5.025,4.56,10.807,3.02,18.704,0.168,o
60158.860802,5.027,4.575,10.872,3.01,18.8,0.155,o
60158.864609,5.027,4.575,10.873,3.01,18.593,0.131,o
60158.870142,5.027,4.575,10.873,3.01,18.942,0.181,o
60158.880141,5.027,4.576,10.874,3.01,18.926,0.187,o
60160.076458,5.028,4.594,10.947,3.0,18.839,0.134,o
60160.079752,5.028,4.594,10.948,3.0,18.812,0.131,o
60160.08573,5.028,4.594,10.948,3.0,18.92,0.144,o
60160.095489,5.028,4.595,10.949,3.0,18.535,0.104,o
60161.784182,5.03,4.621,11.045,2.98,18.975,0.099,o
60161.790446,5.03,4.621,11.045,2.98,18.892,0.094,o
60161.793666,5.03,4.621,11.045,2.98,19.111,0.11,o
60161.812391,5.03,4.622,11.046,2.98,18.933,0.096,o
60163.074032,5.032,4.641,11.113,2.96,19.285,0.111,c
60163.077221,5.032,4.642,11.113,2.96,19.262,0.109,c
60163.085457,5.032,4.642,11.113,2.96,19.481,0.131,c
60163.095594,5.032,4.642,11.114,2.96,19.254,0.11,c
60167.807811,5.038,4.717,11.317,2.92,18.984,0.11,o
60167.811573,5.038,4.717,11.317,2.92,18.882,0.101,o
60167.816849,5.038,4.718,11.317,2.92,18.81,0.096,o
60170.064763,5.04,4.754,11.39,2.9,19.311,0.121,c
60170.068051,5.04,4.754,11.39,2.9,19.328,0.126,c
60170.072392,5.04,4.754,11.391,2.9,19.823,0.161,c
60170.073825,5.04,4.754,11.391,2.9,19.153,0.096,c
60170.089022,5.041,4.754,11.391,2.89,19.285,0.108,c
60175.023745,5.047,4.835,11.498,2.85,19.551,0.139,c
60175.026551,5.047,4.836,11.498,2.85,19.605,0.145,c
60175.031755,5.047,4.836,11.499,2.85,19.753,0.18,c
60175.041509,5.047,4.836,11.499,2.85,19.483,0.152,c
60175.707896,5.048,4.847,11.508,2.84,19.235,0.121,o
60175.710682,5.048,4.847,11.508,2.84,19.16,0.111,o
60176.786685,5.049,4.865,11.52,2.83,19.246,0.144,o
60176.790073,5.049,4.865,11.52,2.83,19.454,0.172,o
60176.795764,5.049,4.865,11.52,2.83,20.107,0.315,o
60176.807009,5.049,4.865,11.52,2.83,19.58,0.186,o
60178.014712,5.05,4.885,11.529,2.82,19.203,0.128,o
60178.017899,5.051,4.885,11.529,2.82,18.99,0.106,o
60178.025394,5.051,4.885,11.529,2.82,19.196,0.123,o
60178.038347,5.051,4.885,11.529,2.82,19.044,0.11,o
